Edad;Jugador;Posicion;Año;Temporadas_NBA;Equipo
29;Micheal Ray Richardson;B;1984-1985;6;New Jersey Nets
23;Derek Smith;E;1984-1985;2;Los Angeles Clippers
28;Calvin Natt;P;1984-1985;5;Denver Nuggets
37;Kareem Abdul-Jabbar;A;1984-1985;15;Los Angeles Lakers
28;Larry Bird;AP;1984-1985;5;Boston Celtics
26;Darrell Griffith;E;1984-1985;4;Utah Jazz
24;Sleepy Floyd;B;1984-1985;2;Golden State Warriors
25;Mark Aguirre;AP;1984-1985;3;Dallas Mavericks
25;Magic Johnson;B;1984-1985;5;Los Angeles Lakers
25;Dominique Wilkins;AP;1984-1985;2;Atlanta Hawks
32;Tom McMillen;P;1984-1985;9;Washington Bullets
22;Michael Jordan;E;1984-1985;0;Chicago Bulls
31;World B. Free;E;1984-1985;9;Cleveland Cavaliers
23;Isiah Thomas;B;1984-1985;3;Detroit Pistons
29;Micheal Ray Richardson;B;1984-1985;6;New Jersey Nets
23;Terry Cummings;P;1984-1985;2;Milwaukee Bucks
23;Derek Smith;E;1984-1985;2;Los Angeles Clippers
25;Orlando Woolridge;P;1984-1985;3;Chicago Bulls
29;Jack Sikma;A;1984-1985;7;Seattle SuperSonics
28;Bernard King;AP;1984-1985;7;New York Knicks
29;Moses Malone;A;1984-1985;8;Philadelphia Sixers
31;Alex English;AP;1984-1985;8;Denver Nuggets
26;Larry Nance;P;1984-1985;3;Phoenix Suns
26;Dominique Wilkins;AP;1985-1986;3;Atlanta Hawks
28;Herb Williams;A;1985-1986;4;Indiana Pacers
23;Charles Barkley;P;1985-1986;1;Philadelphia Sixers
30;Adrian Dantley;AP;1985-1986;9;Utah Jazz
29;Larry Bird;AP;1985-1986;6;Boston Celtics
26;Magic Johnson;B;1985-1986;6;Los Angeles Lakers
23;Charles Barkley;P;1985-1986;1;Philadelphia Sixers
28;Sidney Moncrief;E;1985-1986;6;Milwaukee Bucks
29;Larry Bird;AP;1985-1986;6;Boston Celtics
32;Alex English;AP;1985-1986;9;Denver Nuggets
23;Charles Barkley;P;1985-1986;1;Philadelphia Sixers
29;Larry Bird;AP;1985-1986;6;Boston Celtics
29;Calvin Natt;P;1985-1986;6;Denver Nuggets
23;Clyde Drexler;E;1985-1986;2;Portland Trail Blazers
26;Dominique Wilkins;AP;1985-1986;3;Atlanta Hawks
27;Larry Nance;P;1985-1986;4;Phoenix Suns
23;Alvin Robertson;E;1985-1986;1;San Antonio Spurs
27;Jeff Ruland;A;1985-1986;4;Washington Bullets
29;Larry Bird;AP;1985-1986;6;Boston Celtics
32;Alex English;AP;1985-1986;9;Denver Nuggets
23;Patrick Ewing;A;1985-1986;0;New York Knicks
25;Buck Williams;P;1985-1986;4;New Jersey Nets
24;Derek Smith;E;1985-1986;3;Los Angeles Clippers
37;Julius Erving;AP;1986-1987;14;Philadelphia Sixers
24;Michael Jordan;E;1986-1987;2;Chicago Bulls
27;Magic Johnson;B;1986-1987;7;Los Angeles Lakers
29;Larry Smith;P;1986-1987;6;Golden State Warriors
27;Magic Johnson;B;1986-1987;7;Los Angeles Lakers
23;Karl Malone;P;1986-1987;1;Utah Jazz
27;Magic Johnson;B;1986-1987;7;Los Angeles Lakers
24;Michael Jordan;E;1986-1987;2;Chicago Bulls
31;Moses Malone;A;1986-1987;10;Washington Bullets
27;Magic Johnson;B;1986-1987;7;Los Angeles Lakers
26;Fat Lever;B;1986-1987;4;Denver Nuggets
33;Alex English;AP;1986-1987;10;Denver Nuggets
24;Otis Thorpe;P;1986-1987;2;Sacramento Kings
25;Isiah Thomas;B;1986-1987;5;Detroit Pistons
30;Larry Bird;AP;1986-1987;7;Boston Celtics
24;Patrick Ewing;A;1986-1987;1;New York Knicks
27;Magic Johnson;B;1986-1987;7;Los Angeles Lakers
27;Dominique Wilkins;AP;1986-1987;4;Atlanta Hawks
27;Tom Chambers;P;1986-1987;5;Seattle SuperSonics
24;Hot Rod Williams;P;1986-1987;0;Cleveland Cavaliers
24;Alvin Robertson;E;1986-1987;2;San Antonio Spurs
33;Robert Parish;A;1986-1987;9;Boston Celtics
24;Michael Jordan;E;1986-1987;2;Chicago Bulls
24;Karl Malone;P;1987-1988;2;Utah Jazz
27;Fat Lever;B;1987-1988;5;Denver Nuggets
24;Harold Pressley;B;1987-1988;1;Sacramento Kings
25;Michael Jordan;E;1987-1988;3;Chicago Bulls
25;Michael Jordan;E;1987-1988;3;Chicago Bulls
25;Charles Barkley;P;1987-1988;3;Philadelphia Sixers
25;Clyde Drexler;E;1987-1988;4;Portland Trail Blazers
27;Bobby Hansen;E;1987-1988;4;Utah Jazz
23;Roy Tarpley;P;1987-1988;1;Dallas Mavericks
25;John Stockton;B;1987-1988;3;Utah Jazz
28;Dominique Wilkins;AP;1987-1988;5;Atlanta Hawks
31;Bernard King;AP;1987-1988;10;Washington Bullets
25;Michael Jordan;E;1987-1988;3;Chicago Bulls
28;Dominique Wilkins;AP;1987-1988;5;Atlanta Hawks
26;Byron Scott;E;1987-1988;4;Los Angeles Lakers
24;Karl Malone;P;1987-1988;2;Utah Jazz
28;Dominique Wilkins;AP;1987-1988;5;Atlanta Hawks
29;Larry Nance;P;1987-1988;6;Phoenix Suns
28;Magic Johnson;B;1987-1988;8;Los Angeles Lakers
25;Clyde Drexler;E;1987-1988;4;Portland Trail Blazers
25;Clyde Drexler;E;1987-1988;4;Portland Trail Blazers
24;Xavier McDaniel;P;1987-1988;2;Seattle SuperSonics
31;Larry Bird;AP;1987-1988;8;Boston Celtics
25;Xavier McDaniel;P;1988-1989;3;Seattle SuperSonics
25;Karl Malone;P;1988-1989;3;Utah Jazz
26;Clyde Drexler;E;1988-1989;5;Portland Trail Blazers
26;Michael Jordan;E;1988-1989;4;Chicago Bulls
26;Michael Jordan;E;1988-1989;4;Chicago Bulls
22;Kevin Johnson;B;1988-1989;1;Phoenix Suns
27;Isiah Thomas;B;1988-1989;7;Detroit Pistons
24;Chuck Person;AP;1988-1989;2;Indiana Pacers
26;Patrick Ewing;A;1988-1989;3;New York Knicks
26;Hakeem Olajuwon;A;1988-1989;4;Houston Rockets
25;Ron Harper;E;1988-1989;2;Cleveland Cavaliers
29;Tom Chambers;P;1988-1989;7;Phoenix Suns
25;Chris Mullin;AP;1988-1989;3;Golden State Warriors
26;Michael Jordan;E;1988-1989;4;Chicago Bulls
28;Dale Ellis;B;1988-1989;5;Seattle SuperSonics
29;Magic Johnson;B;1988-1989;9;Los Angeles Lakers
26;Clyde Drexler;E;1988-1989;5;Portland Trail Blazers
35;Robert Parish;A;1988-1989;11;Boston Celtics
26;Michael Adams;B;1988-1989;3;Denver Nuggets
29;Magic Johnson;B;1988-1989;9;Los Angeles Lakers
26;Patrick Ewing;A;1988-1989;3;New York Knicks
26;Michael Jordan;E;1988-1989;4;Chicago Bulls
26;Hakeem Olajuwon;A;1988-1989;4;Houston Rockets
24;David Robinson;A;1989-1990;0;San Antonio Spurs
30;Magic Johnson;B;1989-1990;10;Los Angeles Lakers
27;Charles Barkley;P;1989-1990;5;Philadelphia Sixers
27;Michael Jordan;E;1989-1990;5;Chicago Bulls
24;David Robinson;A;1989-1990;0;San Antonio Spurs
23;Kevin Johnson;B;1989-1990;2;Phoenix Suns
24;Rony Seikaly;A;1989-1990;1;Miami Heat
27;Hakeem Olajuwon;A;1989-1990;5;Houston Rockets
24;David Robinson;A;1989-1990;0;San Antonio Spurs
30;Tom Chambers;P;1989-1990;8;Phoenix Suns
23;Tim Hardaway;B;1989-1990;0;Golden State Warriors
26;Karl Malone;P;1989-1990;4;Utah Jazz
27;Alvin Robertson;E;1989-1990;5;Milwaukee Bucks
26;Ron Harper;E;1989-1990;3;Los Angeles Clippers
29;Terry Teagle;E;1989-1990;7;Golden State Warriors
26;Karl Malone;P;1989-1990;4;Utah Jazz
28;Terry Cummings;P;1989-1990;7;San Antonio Spurs
26;Chris Mullin;AP;1989-1990;4;Golden State Warriors
27;Michael Jordan;E;1989-1990;5;Chicago Bulls
27;Patrick Ewing;A;1989-1990;4;New York Knicks
27;Clyde Drexler;E;1989-1990;6;Portland Trail Blazers
27;John Stockton;B;1989-1990;5;Utah Jazz
28;Vern Fleming;E;1989-1990;5;Indiana Pacers
26;Scott Skiles;B;1990-1991;4;Orlando Magic
28;Clyde Drexler;E;1990-1991;7;Portland Trail Blazers
31;Magic Johnson;B;1990-1991;11;Los Angeles Lakers
28;Clyde Drexler;E;1990-1991;7;Portland Trail Blazers
25;Mitch Richmond;E;1990-1991;2;Golden State Warriors
25;Kenny Smith;B;1990-1991;3;Houston Rockets
22;Dennis Scott;AP;1990-1991;0;Orlando Magic
27;Gerald Wilkins;E;1990-1991;5;New York Knicks
25;Reggie Miller;E;1990-1991;3;Indiana Pacers
22;Lionel Simmons;AP;1990-1991;0;Sacramento Kings
28;Otis Thorpe;P;1990-1991;6;Houston Rockets
28;Michael Adams;B;1990-1991;5;Denver Nuggets
24;Tim Hardaway;B;1990-1991;1;Golden State Warriors
34;Bernard King;AP;1990-1991;13;Washington Bullets
31;Dominique Wilkins;AP;1990-1991;8;Atlanta Hawks
31;Ricky Pierce;E;1990-1991;8;Milwaukee Bucks
28;Michael Jordan;E;1990-1991;6;Chicago Bulls
24;Kevin Johnson;B;1990-1991;3;Phoenix Suns
28;John Stockton;B;1990-1991;6;Utah Jazz
28;Michael Jordan;E;1990-1991;6;Chicago Bulls
28;Charles Barkley;P;1990-1991;6;Philadelphia Sixers
28;Clyde Drexler;E;1990-1991;7;Portland Trail Blazers
27;Chris Mullin;AP;1990-1991;5;Golden State Warriors
28;Karl Malone;P;1991-1992;6;Utah Jazz
26;Reggie Lewis;AP;1991-1992;4;Boston Celtics
24;Mookie Blaylock;B;1991-1992;2;New Jersey Nets
26;Mark Jackson;B;1991-1992;4;New York Knicks
22;Larry Johnson;P;1991-1992;0;Charlotte Hornets
28;Joe Dumars;E;1991-1992;6;Detroit Pistons
28;Karl Malone;P;1991-1992;6;Utah Jazz
25;Danny Manning;P;1991-1992;3;Los Angeles Clippers
25;Tim Hardaway;B;1991-1992;2;Golden State Warriors
29;John Stockton;B;1991-1992;7;Utah Jazz
33;Larry Nance;P;1991-1992;10;Cleveland Cavaliers
24;Nick Anderson;B;1991-1992;2;Orlando Magic
25;Tim Hardaway;B;1991-1992;2;Golden State Warriors
29;Michael Jordan;E;1991-1992;7;Chicago Bulls
29;Patrick Ewing;A;1991-1992;6;New York Knicks
26;Scottie Pippen;AP;1991-1992;4;Chicago Bulls
24;Pervis Ellison;A;1991-1992;2;Washington Bullets
30;Dennis Rodman;P;1991-1992;5;Detroit Pistons
30;Jeff Malone;E;1991-1992;8;Utah Jazz
26;David Robinson;A;1991-1992;2;San Antonio Spurs
29;Kevin Willis;A;1991-1992;7;Atlanta Hawks
26;Brad Daugherty;A;1991-1992;5;Cleveland Cavaliers
28;Chris Mullin;AP;1991-1992;6;Golden State Warriors
23;Larry Johnson;P;1992-1993;1;Charlotte Hornets
23;Alonzo Mourning;A;1992-1993;0;Charlotte Hornets
30;Hakeem Olajuwon;A;1992-1993;8;Houston Rockets
30;Charles Barkley;P;1992-1993;8;Phoenix Suns
26;Dikembe Mutombo;A;1992-1993;1;Denver Nuggets
30;Patrick Ewing;A;1992-1993;7;New York Knicks
26;Rumeal Robinson;B;1992-1993;2;New Jersey Nets
27;Rony Seikaly;A;1992-1993;4;Miami Heat
30;Hakeem Olajuwon;A;1992-1993;8;Houston Rockets
23;Larry Johnson;P;1992-1993;1;Charlotte Hornets
25;Nick Anderson;B;1992-1993;3;Orlando Magic
29;Karl Malone;P;1992-1993;7;Utah Jazz
30;Patrick Ewing;A;1992-1993;7;New York Knicks
30;Hakeem Olajuwon;A;1992-1993;8;Houston Rockets
23;Shawn Kemp;A;1992-1993;3;Seattle SuperSonics
27;David Robinson;A;1992-1993;3;San Antonio Spurs
25;Sean Elliott;AP;1992-1993;3;San Antonio Spurs
30;Patrick Ewing;A;1992-1993;7;New York Knicks
30;Charles Barkley;P;1992-1993;8;Phoenix Suns
28;Drazen Petrovic;E;1992-1993;3;New Jersey Nets
27;David Robinson;A;1992-1993;3;San Antonio Spurs
30;Michael Jordan;E;1992-1993;8;Chicago Bulls
20;Shaquille ONeal;A;1992-1993;0;Orlando Magic
28;David Robinson;A;1993-1994;4;San Antonio Spurs
28;Scottie Pippen;AP;1993-1994;6;Chicago Bulls
27;Dikembe Mutombo;A;1993-1994;2;Denver Nuggets
24;Shawn Kemp;A;1993-1994;4;Seattle SuperSonics
31;Kevin Willis;A;1993-1994;9;Atlanta Hawks
31;Hakeem Olajuwon;A;1993-1994;9;Houston Rockets
30;Joe Dumars;E;1993-1994;8;Detroit Pistons
28;David Robinson;A;1993-1994;4;San Antonio Spurs
24;Shawn Kemp;A;1993-1994;4;Seattle SuperSonics
28;David Robinson;A;1993-1994;4;San Antonio Spurs
28;David Robinson;A;1993-1994;4;San Antonio Spurs
30;Ron Harper;E;1993-1994;7;Los Angeles Clippers
23;Kenny Anderson;B;1993-1994;2;New Jersey Nets
31;Patrick Ewing;A;1993-1994;8;New York Knicks
20;Chris Webber;P;1993-1994;0;Golden State Warriors
23;Oliver Miller;A;1993-1994;1;Phoenix Suns
28;Scottie Pippen;AP;1993-1994;6;Chicago Bulls
30;Karl Malone;P;1993-1994;8;Utah Jazz
21;Shaquille ONeal;A;1993-1994;1;Orlando Magic
28;David Robinson;A;1993-1994;4;San Antonio Spurs
26;Glen Rice;AP;1993-1994;4;Miami Heat
31;Charles Barkley;P;1993-1994;9;Phoenix Suns
31;Hakeem Olajuwon;A;1993-1994;9;Houston Rockets
31;Karl Malone;P;1994-1995;9;Utah Jazz
28;Dikembe Mutombo;A;1994-1995;3;Denver Nuggets
32;Clyde Drexler;E;1994-1995;11;Houston Rockets
29;David Robinson;A;1994-1995;5;San Antonio Spurs
27;Vlade Divac;A;1994-1995;5;Los Angeles Lakers
21;Jason Kidd;B;1994-1995;0;Dallas Mavericks
28;Rik Smits;A;1994-1995;6;Indiana Pacers
22;Shaquille ONeal;A;1994-1995;2;Orlando Magic
28;Rod Strickland;B;1994-1995;6;Portland Trail Blazers
32;Charles Barkley;P;1994-1995;10;Phoenix Suns
32;Hakeem Olajuwon;A;1994-1995;10;Houston Rockets
32;John Stockton;B;1994-1995;10;Utah Jazz
32;Patrick Ewing;A;1994-1995;9;New York Knicks
25;Larry Johnson;P;1994-1995;3;Charlotte Hornets
26;Gary Payton;E;1994-1995;4;Seattle SuperSonics
32;Hakeem Olajuwon;A;1994-1995;10;Houston Rockets
25;Cedric Ceballos;AP;1994-1995;4;Los Angeles Lakers
31;Karl Malone;P;1994-1995;9;Utah Jazz
22;Jamal Mashburn;AP;1994-1995;1;Dallas Mavericks
22;Shaquille ONeal;A;1994-1995;2;Orlando Magic
23;Penny Hardaway;B;1994-1995;1;Orlando Magic
25;Elliot Perry;B;1994-1995;3;Phoenix Suns
28;Tim Hardaway;B;1994-1995;5;Golden State Warriors
27;Dennis Scott;AP;1995-1996;5;Orlando Magic
23;Juwan Howard;P;1995-1996;1;Washington Bullets
29;Kevin Johnson;B;1995-1996;8;Phoenix Suns
31;Arvydas Sabonis;A;1995-1996;0;Portland Trail Blazers
28;Chris Gatling;P;1995-1996;4;Miami Heat
23;Grant Hill;AP;1995-1996;1;Detroit Pistons
33;Michael Jordan;E;1995-1996;10;Chicago Bulls
23;Shaquille ONeal;A;1995-1996;3;Orlando Magic
33;Hakeem Olajuwon;A;1995-1996;11;Houston Rockets
26;Shawn Kemp;A;1995-1996;6;Seattle SuperSonics
31;Armen Gilliam;P;1995-1996;8;New Jersey Nets
22;Jason Kidd;B;1995-1996;1;Dallas Mavericks
30;Reggie Miller;E;1995-1996;8;Indiana Pacers
33;Michael Jordan;E;1995-1996;10;Chicago Bulls
30;David Robinson;A;1995-1996;6;San Antonio Spurs
29;Cliff Robinson;P;1995-1996;6;Portland Trail Blazers
32;Karl Malone;P;1995-1996;10;Utah Jazz
33;Michael Jordan;E;1995-1996;10;Chicago Bulls
30;Scottie Pippen;AP;1995-1996;8;Chicago Bulls
29;Dikembe Mutombo;A;1995-1996;4;Denver Nuggets
25;Terrell Brandon;B;1995-1996;4;Cleveland Cavaliers
26;Shawn Kemp;A;1995-1996;6;Seattle SuperSonics
26;Cedric Ceballos;AP;1995-1996;5;Los Angeles Lakers
24;Penny Hardaway;B;1995-1996;2;Orlando Magic
24;Chris Webber;P;1996-1997;3;Washington Bullets
21;Allen Iverson;E;1996-1997;0;Philadelphia Sixers
24;Grant Hill;AP;1996-1997;2;Detroit Pistons
30;Kevin Johnson;B;1996-1997;9;Phoenix Suns
33;Karl Malone;P;1996-1997;11;Utah Jazz
33;Karl Malone;P;1996-1997;11;Utah Jazz
34;Patrick Ewing;A;1996-1997;11;New York Knicks
30;Loy Vaught;P;1996-1997;6;Los Angeles Clippers
31;Scottie Pippen;AP;1996-1997;9;Chicago Bulls
27;Alonzo Mourning;A;1996-1997;4;Miami Heat
29;Glen Rice;AP;1996-1997;7;Charlotte Hornets
31;Mitch Richmond;E;1996-1997;8;Sacramento Kings
24;Grant Hill;AP;1996-1997;2;Detroit Pistons
24;Glenn Robinson;AP;1996-1997;2;Milwaukee Bucks
29;Glen Rice;AP;1996-1997;7;Charlotte Hornets
30;Tim Hardaway;B;1996-1997;7;Miami Heat
26;Terrell Brandon;B;1996-1997;5;Cleveland Cavaliers
24;Shaquille ONeal;A;1996-1997;4;Los Angeles Lakers
29;Terry Mills;P;1996-1997;6;Detroit Pistons
30;Dikembe Mutombo;A;1996-1997;5;Atlanta Hawks
34;Charles Barkley;P;1996-1997;12;Houston Rockets
33;Karl Malone;P;1996-1997;11;Utah Jazz
36;Dale Ellis;B;1996-1997;13;Denver Nuggets
34;Hakeem Olajuwon;A;1996-1997;12;Houston Rockets
24;Jason Kidd;B;1997-1998;3;Phoenix Suns
28;Sam Cassell;E;1997-1998;4;New Jersey Nets
35;Michael Jordan;E;1997-1998;12;Chicago Bulls
28;Alonzo Mourning;A;1997-1998;5;Miami Heat
25;Shaquille ONeal;A;1997-1998;5;Los Angeles Lakers
24;Jason Kidd;B;1997-1998;3;Phoenix Suns
34;Karl Malone;P;1997-1998;12;Utah Jazz
21;Tim Duncan;P;1997-1998;0;San Antonio Spurs
30;Nick Anderson;B;1997-1998;8;Orlando Magic
34;Karl Malone;P;1997-1998;12;Utah Jazz
32;David Robinson;A;1997-1998;8;San Antonio Spurs
30;Jayson Williams;P;1997-1998;7;New Jersey Nets
22;Allen Iverson;E;1997-1998;1;Philadelphia Sixers
28;Steve Smith;E;1997-1998;6;Atlanta Hawks
31;Rik Smits;A;1997-1998;9;Indiana Pacers
32;David Robinson;A;1997-1998;8;San Antonio Spurs
35;Michael Jordan;E;1997-1998;12;Chicago Bulls
30;Glen Rice;AP;1997-1998;8;Charlotte Hornets
26;Wesley Person;E;1997-1998;3;Cleveland Cavaliers
34;Karl Malone;P;1997-1998;12;Utah Jazz
35;Michael Jordan;E;1997-1998;12;Chicago Bulls
25;Shaquille ONeal;A;1997-1998;5;Los Angeles Lakers
31;Dikembe Mutombo;A;1997-1998;6;Atlanta Hawks
26;Grant Hill;AP;1998-1999;4;Detroit Pistons
25;Chris Webber;P;1998-1999;5;Sacramento Kings
25;Jason Kidd;B;1998-1999;4;Phoenix Suns
35;Karl Malone;P;1998-1999;13;Utah Jazz
